ID SERVIÇO;PROCESSO;SEI;TIPO;ANALISTA;ORGAO RESPONSAVEL;ANALISE;ANO;VIA;UF;DATA FINALIZACAO;DESCRICAO SERVICO;QUANTITATIVO INICIAL;UNIDADE INICIAL;PRECO UNITARIO INICIAL;MES BASE INICIAL;ANO BASE INICIAL;PRECO TOTAL INICIAL;QUANTITATIVO FINAL;UNIDADE FINAL;PREÇO UNITARIO FINAL;MES BASE FINAL;ANO BASE FINAL;PRECO TOTAL FINAL;MODALIDADE;TIPO DE INDICE;INDICE INICIAL;INDICE FINAL;INDICE ATUAL;ECONOMIA ATUAL;PESO POR UF;VARIACAO FINAL X INICIAL ATUAL;VARIACAO PONDERADA ATUAL
546;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Destinação final de remoção de revestimento betuminoso. ;80,35;m³;R$ 44,45;Maio;2018;R$ 4.241,27;80,35;m³;R$ 44,45;Janeiro;2019;R$ 4.112,27;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584;-R$ 129,00;0,01%;-3,04%;0,00%
547;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Tubo PEAD corrugado, flexível, perfurado DN= 160 mm, colocado em dispositivo de drenagem. ;86;m;R$ 17,33;Maio;2018;R$ 1.769,85;86;m;R$ 17,33;Janeiro;2019;R$ 1.716,20;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584;-R$ 53,64;0,00%;-3,03%;0,00%
548;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Tubo PVC DN= 150 mm, colocado em dispositivos de drenagem. ;10,6;m;R$ 33,11;Maio;2018;R$ 416,78;10,6;m;R$ 33,11;Janeiro;2019;R$ 404,15;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584;-R$ 12,63;0,00%;-3,03%;0,00%
549;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Solo comercial para aterro.;705,12;m³;R$ 62,27;Maio;2018;R$ 52.141,10;705,12;m³;R$ 62,27;Janeiro;2019;R$ 50.554,70;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584;-R$ 1.586,40;0,11%;-3,04%;0,00%
550;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Impregnação com inibidor de corrosão – 3 demãos. ;1193,36;m²;R$ 40,11;Maio;2018;R$ 56.841,10;1193,36;m²;R$ 40,11;Janeiro;2019;R$ 55.109,62;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584;-R$ 1.731,47;0,12%;-3,05%;0,00%
551;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Repovoamento vegetal – plantio de vetiver. ;0;und; R$ -   ;Maio;2018; R$ -   ;0;und;R$ 5,10;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
552;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Solo reforçado com malha hexagonal de dupla torção – H= 1,00 m, L= 6,00 m. ;0;m²; R$ -   ;Maio;2018; R$ -   ;0;m²;R$ 1.002,66;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
553;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Solo reforçado com malha hexagonal de dupla torção – H= 1,0 m, L= 8,00 m. ;0;m²; R$ -   ;Maio;2018; R$ -   ;0;m²;R$ 1.121,44;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
554;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Muro de solo reforçado com malha hexagonal de dupla torção – H= 0,50 m, L= 6,0 m. ;0;m²; R$ -   ;Maio;2018; R$ -   ;0;m²;R$ 1.479,64;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
555;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Muro de solo reforçado com malha hexagonal de dupla torção – H= 0,50 m, L= 8,0 m. ;0;m²; R$ -   ;Maio;2018; R$ -   ;0;m²;R$ 1.702,63;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
556;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Chumbador de monobarra Ø ? 35 mm, carga de trabalho ? 120 kn provisória, exceto perfuração. ;0;m; R$ -   ;Maio;2018; R$ -   ;0;m;R$ 49,89;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
557;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Ancoragem de chumbador de monobarra Ø ? 35 mm, carga de trabalho ? 120 kN provisória. ;0;und; R$ -   ;Maio;2018; R$ -   ;0;und;R$ 90,26;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
558;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Chumbador de monobarra Ø ? 23 mm, carga de trabalho ? 61 kN, exceto perfuração. ;0;m; R$ -   ;Maio;2018; R$ -   ;0;m;R$ 42,29;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
559;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Ancoragem de chumbador de monobarra Ø ? 23 mm, carga de trabalho ? 61 kN.;0;und; R$ -   ;Maio;2018; R$ -   ;0;und;R$ 78,54;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
560;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Chumbador de monobarra Ø ? 35 mm, carga de trabalho ? 80 kN, exceto perfuração.;0;m; R$ -   ;Maio;2018; R$ -   ;0;m;R$ 45,16;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
561;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Ancoragem de chumbador de monobarra Ø ? 35 mm, carga de trabalho ? 80 kN.;0;und; R$ -   ;Maio;2018; R$ -   ;0;und;R$ 78,92;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
562;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Chumbador de monobarra Ø ? 60 mm, carga de trabalho ? 350 kN, exceto perfuração.;0;m; R$ -   ;Maio;2018; R$ -   ;0;m;R$ 120,45;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
563;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Ancoragem de chumbador de monobarra Ø ? 60 mm, carga de trabalho ? 350 kN.;0;und; R$ -   ;Maio;2018; R$ -   ;0;und;R$ 191,23;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
564;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Perfuração sobre andaimes em material de 3ª categoria com diâmetro até 120 mm. ;0;m; R$ -   ;Maio;2018; R$ -   ;0;m;R$ 119,43;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
565;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Perfuração sobre andaimes em material de 2ª categoria com diâmetro até 120 mm.;0;m; R$ -   ;Maio;2018; R$ -   ;0;m;R$ 75,43;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
566;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Locação de andaime metálico tubular com plataforma tipo 1, incluindo sapatas e itens necessários à instalação. ;0;m³/mês; R$ -   ;Maio;2018; R$ -   ;0;m³/mês;R$ 9,04;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
567;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Fornecimento e instalação de terminal absorvedor de energia (V < 80 km/h) com L= 3,0 m e transição de absorvedor de impacto. ;0;und; R$ -   ;Maio;2018; R$ -   ;0;und;R$ 11.024,56;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
568;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Limpeza de talude rochoso – bate – choco e remoção de vegetação – com rapelista. ;0;m²; R$ -   ;Maio;2018; R$ -   ;0;m²;R$ 4,68;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
569;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Limpeza de talude de solo com blocos e remoção de vegetação – com rapelista. ;0;m²; R$ -   ;Maio;2018; R$ -   ;0;m²;R$ 2,57;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
570;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Regularização de talude em material de 2ª categoria – com rapelista.;0;m³; R$ -   ;Maio;2018; R$ -   ;0;m³;R$ 35,46;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
571;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Remoção de tela metálica existente em talude rochoso – com rapelista. ;0;m²; R$ -   ;Maio;2018; R$ -   ;0;m²;R$ 13,51;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
572;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Escavação manual controlada em material de 3ª categoria com martelete. ;0;m³; R$ -   ;Maio;2018; R$ -   ;0;m³;R$ 854,08;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
573;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Remoção de gabião caixa 2 x 1 x 1,00 m ZN/AL – D= 2,7 mm. ;0;m³; R$ -   ;Maio;2018; R$ -   ;0;m³;R$ 12,69;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
574;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Dreno sub-horizontal – DSH 01 – material de 3ª categoria. ;0;m; R$ -   ;Maio;2018; R$ -   ;0;m;R$ 136,12;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
575;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Dreno sub-horizontal – DSH 01 – exceto perfuração. ;0;m; R$ -   ;Maio;2018; R$ -   ;0;m;R$ 79,43;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
576;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Transplante de espécimes imunes ao corte. ;0;; R$ -   ;Maio;2018; R$ -   ;0;und;R$ 2.052,78;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
577;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Escavação, carga e transporte de material de 2ª categoria – DMT de 2.000 a 2.500 m – caminho de serviço pavimentado – com escavadeira e caminhão basculante de 14 m3 – com escavadeira de longo alcance. ;0;m³; R$ -   ;Maio;2018; R$ -   ;0;m³;R$ 16,60;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
578;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Fornecimento e instalação de barreira de concreto pré-moldada tipo H4bW3 com reaproveitamento de 10 vezes.;370,98;m;R$ 206,98;Maio;2018;R$ 91.183,70;370,98;m;R$ 206,16;Janeiro;2019;R$ 88.061,77;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584;-R$ 3.121,93;0,19%;-3,42%;-0,01%
579;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Gabião caixa 2 x 1 x 1,00 m ZN/AL – D= 2,7 mm executado com escavadeira hidráulica – pedra de mão comercial – fornecimento e assentamento. ;1557,5;m³;R$ 335,71;Maio;2018;R$ 620.912,85;1557,5;m³;R$ 335,71;Janeiro;2019;R$ 602.030,18;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584;-R$ 18.882,67;1,32%;-3,04%;-0,04%
580;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Limpeza e desobstrução de dreno DSH. ;29;und;R$ 17,14;Maio;2018;R$ 590,27;29;und;R$ 17,14;Janeiro;2019;R$ 572,30;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584;-R$ 17,96;0,00%;-3,04%;0,00%
581;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Tubo PEAD com paredes estruturadas para drenagem – D= 800 mm – assentado sobre lastro de brita comercial.;0;m; R$ -   ;Maio;2018; R$ -   ;0;m;R$ 722,93;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
582;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Tubo PEAD com paredes estruturadas para drenagem – D= 1.000 mm – assentado sobre lastro de brita comercial.;0;m; R$ -   ;Maio;2018; R$ -   ;0;m;R$ 1.071,39;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
583;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Concreto comercial fck = 25 Mpa para projeção via seca com fibra de aço. ;0;m³; R$ -   ;Maio;2018; R$ -   ;0;m³;R$ 784,78;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
584;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Defensa metálica simples de nível de contenção H1 e largura de trabalho W4 – fornecimento é instalação. ;0;m; R$ -   ;Maio;2018; R$ -   ;0;m;R$ 190,10;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
585;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Limpeza manual do terreno com rapelista - capina, raspagem e limpeza.;0;m²; R$ -   ;Maio;2018; R$ -   ;0;m²;R$ 4,68;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
586;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Estaca raiz com revestimento perfurada em solo com blocos com DN = 45 cm e diâmetro efetivo mínimo de 40 cm. ;0;m; R$ -   ;Maio;2018; R$ -   ;0;m;R$ 540,95;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
587;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Estaca raiz perfurada em rocha com DN = 45 cm e diâmetro mínimo de 33 cm.  ;0;m; R$ -   ;Maio;2018; R$ -   ;0;m;R$ 1.345,66;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
588;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Enrocamento de pedra jogada – pedra detonada comercial – fornecimento e assentamento com guindaste;0;m³; R$ -   ;Maio;2018; R$ -   ;0;m³;R$ 180,97;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
589;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Concreto projetado Fck = 25 Mpa via seca aplicado em superfícies inclinadas de 60º a 90º com adição de fibras de aço – concreto comercial. ;0;m³; R$ -   ;Maio;2018; R$ -   ;0;m³;R$ 1.187,87;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
590;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Concreto projetado Fck = 25 Mpa via seca aplicado em piso, parede e teto – concreto comercial. ;0;m²; R$ -   ;Maio;2018; R$ -   ;0;m²;R$ 1.057,54;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
591;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Concreto projetado Fck = 25 Mpa via seca aplicado em superfícies inclinadas até 60º - concreto comercial. ;0;m²; R$ -   ;Maio;2018; R$ -   ;0;m²;R$ 856,96;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
592;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Concreto projetado Fck = 25 Mpa via seca aplicado em superfícies inclinadas de 60º a 90º - concreto comercial. ;0;m²; R$ -   ;Maio;2018; R$ -   ;0;m²;R$ 959,10;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
593;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Concreto comercial Fck = 25 Mpa para projeção via seca. ;0;m³; R$ -   ;Maio;2018; R$ -   ;0;m³;R$ 608,80;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
594;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Remoção de barreira de concreto pré-moldada tipo H4BW3.;370,98;m;R$ 67,57;Maio;2018;R$ 29.767,53;370,98;m;R$ 67,57;Janeiro;2019;R$ 28.863,29;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584;-R$ 904,23;0,06%;-3,04%;0,00%
595;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Fornecimento e instalação de barreira de siltagem.;0;m; R$ -   ;Maio;2018; R$ -   ;0;m;R$ 13,64;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
596;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Remoção de barreira de siltagem.;0;m; R$ -   ;Maio;2018; R$ -   ;0;m;R$ 2,78;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
597;50610.000004/2019-04 (Lote 01);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Gabião saco – diâmetro = 0,65 m – ZN/AL + PVC – D= 2,4 mm – pedra de mão comercial – fornecimento e assentamento com guindaste. ;0;m³; R$ -   ;Maio;2018; R$ -   ;0;m³;R$ 702,59;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
598;50610.000004/2019-04 (Lote 02);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Destinação final de resíduos da Construção Civil – RCC.;384,48;m³;R$ 44,45;Maio;2018;R$ 20.294,76;384,48;m³;R$ 44,45;Janeiro;2019;R$ 19.677,47;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584;-R$ 617,28;0,04%;-3,04%;0,00%
599;50610.000004/2019-04 (Lote 02);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Destinação final de remoção de revestimento betuminoso. ;80,35;m³;R$ 44,45;Maio;2018;R$ 4.241,27;80,35;m³;R$ 44,45;Janeiro;2019;R$ 4.112,27;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584;-R$ 129,00;0,01%;-3,04%;0,00%
600;50610.000004/2019-04 (Lote 02);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Tubo PEAD corrugado, flexível, perfurado DN= 160 mm, colocado em dispositivo de drenagem. ;86;m;R$ 17,33;Maio;2018;R$ 1.769,85;86;m;R$ 17,33;Janeiro;2019;R$ 1.716,20;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584;-R$ 53,64;0,00%;-3,03%;0,00%
601;50610.000004/2019-04 (Lote 02);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Tubo PVC DN= 150 mm, colocado em dispositivos de drenagem. ;10,6;m;R$ 33,11;Maio;2018;R$ 416,78;10,6;m;R$ 33,11;Janeiro;2019;R$ 404,15;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584;-R$ 12,63;0,00%;-3,03%;0,00%
602;50610.000004/2019-04 (Lote 02);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Solo comercial para aterro.;705,12;m³;R$ 62,27;Maio;2018;R$ 52.141,10;705,12;m³;R$ 62,27;Janeiro;2019;R$ 50.554,70;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584;-R$ 1.586,40;0,11%;-3,04%;0,00%
603;50610.000004/2019-04 (Lote 02);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Impregnação com inibidor de corrosão – 3 demãos. ;1193,36;m²;R$ 40,11;Maio;2018;R$ 56.841,10;1193,36;m²;R$ 40,11;Janeiro;2019;R$ 55.109,62;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584;-R$ 1.731,47;0,12%;-3,05%;0,00%
604;50610.000004/2019-04 (Lote 02);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Repovoamento vegetal – plantio de vetiver. ;0;und; R$ -   ;Maio;2018; R$ -   ;0;und;R$ 5,10;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
605;50610.000004/2019-04 (Lote 02);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Solo reforçado com malha hexagonal de dupla torção – H= 1,00 m, L= 6,00 m. ;0;m²; R$ -   ;Maio;2018; R$ -   ;0;m²;R$ 1.002,66;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
606;50610.000004/2019-04 (Lote 02);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Solo reforçado com malha hexagonal de dupla torção – H= 1,0 m, L= 8,00 m. ;0;m²; R$ -   ;Maio;2018; R$ -   ;0;m²;R$ 1.121,44;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
607;50610.000004/2019-04 (Lote 02);4977951;PE;Pedro Henrique;FGV;AT n. 10-2019;2019;BR-116;RS;07/02/2020;Muro de solo reforçado com malha hexagonal de dupla torção – H= 0,50 m, L= 6,0 m. ;0;m²; R$ -   ;Maio;2018; R$ -   ;0;m²;R$ 1.479,64;Janeiro;2019; R$ -   ;RODOVIÁRIO;IGP-DI;676,695;697,923;803,584; R$ -   ;0,00%;0,00%;0,00%
